最新免笔试筛选方法,附件,超链接,截止日期,公告链接,招聘类型,备注,公司行业,是否免笔试,投递链接,标记,公司,工作地点,内推码,岗位,更新时间,父记录
,,,招满即停,https://mp.weixin.qq.com/s/llxSpduYlWxbBFNmjEZ0FQ,秋招补录,软控股份-研后专场有六险一金，精英培养，专项激励，业绩奖金，双休，带薪年假，多彩活动,制造业,含免笔试,https://xiaoyuan.zhaopin.com/company/KA0121014765D90000015000,,软控股份-研后专场,青岛 | 深圳 | 诸暨,,机械类、自动化类、软硬件类、其他技术类、化工类、职能类 •,2025-12-27,
,,,招满即停,https://mp.weixin.qq.com/s/QFUxvC_lZknzJUAHkLF8cw,秋招补录,携程集团招聘3类岗位，有人才项目,互联网,含免笔试,https://app.mokahr.com/campus-recruitment/trip/37757?sourceToken=abc8384a672ac4536c42e77a7dd47892#/,,携程集团,上海 | 北京 | 广州 | 贵州 | 苏州 | 深圳 | 南昌 | 厦门 | 合肥 | 太原 | 南通 | 西安 | 成都 | 武汉,,前端开发工程师、数据仓库工程师、交互设计师、视觉界面设计师、视觉营销设计师、质量管理（用户体验方向）、HRBP,2025-12-07,
,,,招满即停,https://mp.weixin.qq.com/s/q1spBQ9XWZF9UYrqE8JEWQ,26届秋招,山东德勤招标评估造价咨询有限公司有完善薪资福利，文化氛围好，双通道发展,建筑,含免笔试,https://www.zhaopin.com/jobdetail/CC249408910J40775535916.htm?refcode=4021&srccode=402101&preactionid=1c63cee6-6496-429e-bc6a-c54aa6ee21bd,,山东德勤招标评估造价咨询有限公司,济南,,"综合管理培训生（专业不限,工程类、经管类优先） 助理造价工程师（工程类相关专业,工程造价、工程管理、港口航道与海岸工程等优先） 助理招标工程师（专业不限,工程类、经管类优先） 财务审计助理（财审、经管类专业）",2025-11-25,
,,,招满即停,https://mp.weixin.qq.com/s/PgQiyJBtcax0KsR7rNZWNA,26届秋招,华友钴业有竞争力薪资，五险一金，员工福利，完善人才培养机制,汽车新能源,含免笔试,https://xiaoyuan.zhaopin.com/company/KA0490698523D90000001000?refcode=4440,,奇瑞捷豹路虎,苏州,,产品开发类 产品定义 造型设计 工程开发 试验试制 制造与质量类 制造工程 生产运营 物流 质量管理 市场营销类 品牌创意 公关传播 销售支持 用户服务 职能支持类 采购 财务 信息技术 人力资源,2025-11-18,
,,,招满即停,https://mp.weixin.qq.com/s/VvwA57scB1mI04wS3x7mMw,26届秋招,瑞德丰有高薪酬，大专本科均可，五险一金，团建活动，带薪年假,制造业,含免笔试,https://mp.weixin.qq.com/s/VvwA57scB1mI04wS3x7mMw,,瑞德丰,东莞,,结构设计管培生 材料应用管培生 项目管培生 工艺管培生 设备管培生 模具管培生 自动化管培生 质量管培生 销售管培生 财务 法务 人力资源 IT 采购 供应链,2025-11-10,
,,,招满即停,https://mp.weixin.qq.com/s/OGP9IW45-K08dKrnkidPug,秋招补录,WTD纬图设计需要有设计经验或获奖作品的人才,建筑,含免笔试,https://mp.weixin.qq.com/s/OGP9IW45-K08dKrnkidPug,,WTD纬图设计,重庆 | 武汉 | 上海,,景观方案助理设计师(重庆/武汉/上海)，景观硬景助理设计师(重庆/武汉/上海)，景观植物助理设计师(重庆)，景观规划助理设计师(重庆),2026-01-10,
,,,招满即停,https://mp.weixin.qq.com/s/TLXVVx3gkW5LH4OTImrxWQ,秋招补录,湖北新东方有高薪资，招聘三类岗位,教育,含免笔试,https://zhaopin.xdf.cn/campus/jobs,,湖北新东方,武汉,,少儿素养教师(戏剧/益智/口才) 、初中学习机教师(语文/数学/英语/物理/化学) 、高中教师(数学/英语/物理/化学),2025-12-25,
,,,招满即停,http://mp.weixin.qq.com/s?__biz=MzI5MzYzNTEzNA==&mid=2247486447&idx=1&sn=91cbf24c1abdf2f7182e53b2d9832cd0&chksm=ec6e5ebedb19d7a8cafa425e7b8ecd54393abb3147b4b1c84f8d62779c73a4b12660dbf5725d#rd,26届秋招,四川新绿色集团有节假日福利，双休节假日，食宿补贴，五险一金，绩效奖金，人才培养，完善晋升通道,生物医药,含免笔试,http://mp.weixin.qq.com/s?__biz=MzI5MzYzNTEzNA==&mid=2247486447&idx=1&sn=91cbf24c1abdf2f7182e53b2d9832cd0&chksm=ec6e5ebedb19d7a8cafa425e7b8ecd54393abb3147b4b1c84f8d62779c73a4b12660dbf5725d#rd,,四川新绿色集团,成都 | 全国各地,,销售培训生 药房管理员 管理培训生 董事长秘书 总经理助理 配方颗粒研究员 中药材信息员（中药学、药学、市场营销、药学等相关专业、管理类不限专业）,2025-12-05,
,,,招满即停,https://mp.weixin.qq.com/s/k16nxyxG7akhNh_4SW9JtQ,26届秋招,兰石雅生活有六险一金，带薪休假，薪资激励体系，工会福利，多种补贴,其他,含免笔试,https://mp.weixin.qq.com/s/k16nxyxG7akhNh_4SW9JtQ,,兰石雅生活,兰州,,项目助理岗、工程管理岗、客服管理岗、消防维保技术岗、电梯维保技术岗、特殊需求岗,2025-11-17,
,,,招满即停,http://mp.weixin.qq.com/s/oO_JbxHLMNqCgf8zNVDTvw,26届秋招,豪雅集团有高年薪，双休，商业保险，多种活动,其他,含免笔试,http://mobile.nbhooya.net:9000/mobilemode/mobile/view.html?appHomepageId=204&mTokenFrom=anonymous&mToken=07CB7706E3D7E58811C601AEA7166B23#&page_204,,豪雅集团,宁波,,"平台运营 文案编辑（专业不限,英/德/法/西/意等语言类、国际商务、国际经济与贸易、信息管理与信息系统、经济学、广告学、市场营销为佳）； 采购 质检（理工科专业优先）； 数据分析（大数据、统计学等专业）",2025-11-12,
,,,招满即停,https://mp.weixin.qq.com/s/ZpMKJ60z0C1VsL6pFzYuOg,26届秋招,咪哆少年宫有节假日福利，工作氛围好，人才晋升,教育,含免笔试,https://mp.weixin.qq.com/s/ZpMKJ60z0C1VsL6pFzYuOg,,咪哆少年宫,佛山,,实习中国舞老师（舞蹈专业） 实习语言艺术老师（播音主持相关专业） 实习美术老师（美术教育、设计方向相关专业） 实习书法老师（书法相关专业） 实习课程顾问（专业不限） 实习教务专员（有1年以上教务/班主任经验）,2025-11-12,
,,,招满即停,https://mp.weixin.qq.com/s/I6TumwtBFRlWyrGFG1iVGA,26届秋招,传音控股有免费住宿，海外保险，多种假期,科技,含免笔试,https://transsion.zhiye.com/campus/jobs?1=id42label,,传音控股,上海 | 南昌 | 深圳 | 重庆 | 海外,,市场专员 零售专员 产品专员 销售专员 商务专员 海外销售专员 海外营销专员 零售运营专员 品牌专员 产品运营专员 AI内容运营专员 区域销售专员 海外共享财务专员 海外财务专员 海外HRBP 综合采购工程师,2025-11-12,
,,,招满即停,https://mp.weixin.qq.com/s/Au2olHQbhPjxeeH5T_l_eg,26届秋招,南方财经全媒体集团有五险一金，企业年金，安家费，绩效，双导师制,国央企,含免笔试,https://campus.sfccn.com/jobs,,南方财经全媒体集团,北京 | 上海 | 广州 | 深圳,,记者，全媒体记者 (国际传播方向)，财经新闻编辑 (短新闻方向)，视频编辑，全媒体编辑，财经主持 (主播)，创意传播，审校，全栈研发工程师（媒体内容生产侧），全栈研发工程师（APP 开发侧），全栈研发工程师（人工智能开发侧），全栈研发工程师（数据治理侧），项目运营,2025-11-09,
,,,招满即停,https://mp.weixin.qq.com/s/wqKdC68OujBVpNTzhQeemQ,实习,奥托立夫有丰厚薪酬福利，招聘9类实习生,外企,含免笔试,https://autoliv.tupu360.com/position/list?lang=zh_CN&type=INTERNSHIPRECRUITMENT&state=703f3683bd01b0dbba5e0ce00dbc8944&code=0813wxFa1MQ50L0RUTGa12ywJb33wxFc&_t=1768273843573,,奥托立夫,上海 | 武汉,,"电子实习生,产品实习生,仿真实习生,研发实习生,项目管理实习生,市场实习生,财务实习生,法务实习生,IT实习生",2026-01-12,
,,,招满即停,http://mp.weixin.qq.com/s?__biz=MzIzNDQwMjIxOA==&mid=2247507759&idx=1&sn=775c1ccd14332ad3910cae107bb4c9df&chksm=e8f467eadf83eefc6cbbfa39fbebf6ee0d8cf1d470e108e6ac4e8f1835d7f3be85a38f260287#rd,26届秋招,惠普招聘三类岗位,外企,含免笔试,https://apply.hp.com/careers?hl=zh-CN&start=0&pid=30041853&sort_by=timestamp&filter_seniority=graduate,,惠普,海外 | 大连,,日语电脑售后技术支持工程师 韩语多媒体内容策划 与直播支持实习生 韩语电话技术支持工程师,2025-11-09,
,,,招满即停,https://mp.weixin.qq.com/s/cZe3n61-Oxsjt684IsiMYw,26届秋招,上海阿吉豆有好的薪资福利，社会保险，福利假期，弹性工作制，免笔试,快消零售,含免笔试,https://mp.weixin.qq.com/s/cZe3n61-Oxsjt684IsiMYw,,上海阿吉豆,北京 | 天津 | 沈阳 | 上海 | 南京 | 杭州 | 合肥 | 青岛 | 郑州 | 武汉 | 长沙 | 广州 | 深圳 | 重庆 | 成都 | 西安 | 全国各地,,储备店长,2025-11-06,
,,,招满即停,https://mp.weixin.qq.com/s/5Z8KPoJFA0x4h1WxKFqhCA,26届秋招,叠纸游戏招聘多类岗位，面向海内外毕业生,游戏,含免笔试,https://career.papegames.com/campus/position/list?keywords=&category=&location=&project=7567316275510544646&type=&job_hot_flag=&current=1&limit=10&functionCategory=&tag=,,叠纸游戏,上海 | 海外,,程序技术类 物理引擎开发 系统策划|关卡策划|玩法策划 资源策划|文案编剧 品策划类 角色原画|场景原画 前期设计|UI设计 2D美术类 3D场景|3D植被场景 地编|灯光渲染|3D特效 3D美术类 3D动画|分镜师|3D Layout 故事板剪辑|动画编导 动画CG类 游戏运营|内容策划品牌公关 Junior Marketing Specialist- Game Publishing 市场运营类 游戏音频类 音乐设计|音效设计|音频TA 质量管理类 游戏测试工程师 商务管培生|人才发展 职能类 游戏招聘-日语|供应链数据分析,2025-11-04,
,,,招满即停,https://mp.weixin.qq.com/s/-sOaiAt7a_7Kb72EEQlz8g,26届秋招,双枪科技有高薪酬，双休法定节假日，杭州政府补贴，多种活动，年度体检,制造业,含免笔试,https://mp.weixin.qq.com/s/-sOaiAt7a_7Kb72EEQlz8g,,双枪科技,杭州,,餐饮销售员，商超销售员，外贸业务员，国内电商运营助理，产品开发，采购专员，生产主管，工艺工程师，公共事务专员,2025-11-04,
,,,招满即停,https://mp.weixin.qq.com/s/Jy9fRQ3EnWa9xS4-qIxk-w,26届秋招,华裕集团有五险一金，专业培训，假期，覆盖多个城市,农业,含免笔试,http://huayuzhongqin.com/rczp/index_19.aspx,,华裕集团,河北邯郸 | 河北张家口 | 重庆 | 江西宜春 | 辽宁本溪 | 新疆巴音郭楞,,孵化，生产，技术，质量，营销业务，营销运营，财务，行政，人力,2025-10-29,
,,,招满即停,http://mp.weixin.qq.com/s/rs5llZ59cfFGc4K6DrJl_g,26届秋招,天康生物【重点缺口岗位】有高薪酬，五险二金，商业保险，免费宿舍，员工福利,生物医药 | 国央企,含免笔试,http://mp.weixin.qq.com/s/rs5llZ59cfFGc4K6DrJl_g,,天康生物,全国各地,,技术管培生（养殖）（动物科学、动物医学、动物药学、动植物检疫、生物技术、生物科学） 饲料技术研发岗（禽 / 猪 / 反刍）（畜牧学、畜牧专硕、草业科学(饲草牧草方向)、生物学(饲料相关研究)） 企管管培生（生产管理方向）（机械工程、电气工程及其自动化、农业机械及其自动化） 储备职能岗 - 法务 / 人资（工商管理、人力资源管理、经济学、法学、MBA、法硕） 营销岗（饲料 / 疫苗 / 金融担保）（动物科学、动物医学、动物药学、市场营销、经济学、金融学）,2025-11-26,
,,,招满即停,https://mp.weixin.qq.com/s/R5_7033h5koAyzSwNOsYlA?scene=1,26届秋招,中国证券登记结算有限责任公司招聘多类岗位，面向多个专业,金融,含免笔试,https://csdc2026.zhaopin.com/,,中国证券登记结算有限责任公司,北京 | 上海 | 深圳,,"应用系统开发岗，信息技术运维岗，登记结算业务岗（法律类）, 综合管理岗（办公保障类）, 综合管理岗（人力资源类）, 综合管理岗（会计类）, 综合管理岗（采购事务类）, 登记结算业务岗（财经类）, 综合管理岗（工程管理类）, 综合管理岗（基础设施运维类）",2025-11-03,
,,,招满即停,https://mp.weixin.qq.com/s/fccRZWWgOsUNlU97iU7o6w,26届秋招,,快消零售,含免笔试,https://mp.weixin.qq.com/s/fccRZWWgOsUNlU97iU7o6w,,spes诗裴丝,杭州,,运营 设计 市场 数据 产品开发 公关 人力管培生,2025-11-02,
,,,招满即停,https://mp.weixin.qq.com/s/G2cpcNkFS3kRChic7IjD9w,26届秋招,朴朴超市有五险一金，专属带教，人才补贴，晋升机制,快消零售,含免笔试,https://jobs.pupumall.net/recruit-webapp/candidate/school/job,,朴朴超市,福州 | 厦门 | 武汉 | 广州 | 深圳 | 成都,,财务专培生 人力资源岗 经营分析岗 算法工程师 前端工程师 服务端工程师 产品经理 研发工程师 安全工程师 运维工程师,2025-11-13,
,,,招满即停,https://mp.weixin.qq.com/s/7uLK2H4niMklsuxF64Na4w,26届秋招,广州光锥元信息科技有五险一金，商业医保，落户广州，带薪年假，免费年度体检，业绩奖金,互联网,含免笔试,https://mp.weixin.qq.com/s/7uLK2H4niMklsuxF64Na4w,,广州光锥元信息科技,广州,,运营专员（海外社媒方向）、运营专员（国内社媒方向）,2025-12-15,
,,,招满即停,https://mp.weixin.qq.com/s/c931l6feUPBpOiFQNnqw-Q?scene=1&click_id=269,26届秋招,苏宁易购招聘3类岗位,互联网,含免笔试,https://careers.suning.cn/rps-web/RES/mobile/index.html#/schoolRecruit,,苏宁易购,江苏,,区域采购管理、区域运营管理、门店储备干部,2025-12-09,
,,,招满即停,https://mp.weixin.qq.com/s/1gtWfryeBAaQuZXOUfX5_w,26届秋招,万兴科技-职能岗有双通道晋升，多种岗位,互联网,含免笔试,https://wondersharecampus.zhiye.com/jobs?activityGuid=e5a0833f-925f-49fa-b70c-1179148c15a8,,万兴科技-职能岗,长沙 | 深圳,,人力资源专员、法务专员、财务专员、审计专员、投资并购专员 •,2025-12-09,
,,,26.6.30,https://mp.weixin.qq.com/s/tBYo6hmbeDt4xIQzUkN99Q,26届秋招,中国牧工商集团有八险二金，带薪年假，多种补贴，工会福利，多通道晋升，激励机制,农业 | 国央企,含免笔试,https://mp.weixin.qq.com/s/tBYo6hmbeDt4xIQzUkN99Q,,中国牧工商集团,北京,,人力资源专员、资产管理员、审计监督岗、业务专员岗、数字化建设岗、技术支持岗、智能发展事业部技术支持岗-协作事业单位、出口业务岗,2025-11-30,
,,,招满即停,https://mp.weixin.qq.com/s/d5zAsodxsampzL0wTwLz3g,26届秋招,,其他,含免笔试,https://link-trans.feishu.cn/share/base/form/shrcnJwYlwACyUnT4ONKP4wTYhe,,联宁物流,义乌 | 东莞 | 长沙 | 海外,,全球管培生（银建生），海外仓运营，产品经理，HRBP，商务经理，营销管理，客服经理，海运调度管理，仓储质量管理，财务管理,2025-11-07,
,,,招满即停,http://mp.weixin.qq.com/s?__biz=MzI4NTE0NDA1Nw==&mid=2649527527&idx=1&sn=58192421220c830a799554b9f8fd9cc9&chksm=f3e89271c49f1b67fab5280bc8544c67f6f085ab1092c74185cfd482995822f4728b516fdfa0#rd,26届秋招,三一集团面向小语种专业，多类岗位,制造业,含免笔试,https://sany.zhiye.com/campus/jobs?LocId=id4301label,,三一集团,长沙 | 广州 | 海外,,国际营销、国际营销管理、配件销售、配件管理、服务管理、大客户管理等 财务管理、税务管理 人力资源管理、HRBP 物流管理（法语、俄语、德语、西班牙语、葡萄牙语 阿拉伯语、意大利语、印尼语等小语种专业）,2025-11-03,
,,,招满即停,https://mp.weixin.qq.com/s/9nk15WpOKk2qfaNNhMwi3A,26届秋招,华大集团有国内外多个工作地点,生物医药,含免笔试,https://genomics.zhiye.com/campus/jobs,,华大集团,北京 | 上海 | 杭州 | 青岛 | 武汉 | 长沙 | 深圳 | 西安 | 海外,,科技族 营销族 生产族 支撑族（需求专业：AI算法大类 工程与电子信息大类 生命科学大类 医学大类 农学与生态大类 管理与人文社科大类）,2025-11-03,
,,,招满即停,https://mp.weixin.qq.com/s/yMozNoPnxG27pkkzeochhg,秋招补录,,教育,含免笔试,https://app.mokahr.com/campus-recruitment/xiwang/146380?sourceToken=e25c2e3f0f8463fbd9a6af5e5dec27a3#/jobs,,希望学,北京 | 石家庄 | 长春 | 济南,,IP主讲培训生 编导 小学体验课专职班主任 初中体验课专职班主任,2025-12-24,
